product_id,product_name,category,quantity,per_cost,total_cost,threshold,supplier,status,last_updated,image_url
P0379,Laptop 662,Electronics,15,56377,845655,33,Apple,Low Stock,2023-06-23,https://images.unsplash.com/photo-1496181133206-80ce9b88a853
P0380,Power Bank 821,Accessories,14,1917,26838,45,Boat,Low Stock,2023-04-03,https://images.unsplash.com/photo-1609592422031-5b17fbd5c5b1
P0381,Mouse 535,Accessories,132,1461,192852,34,Sony,In Stock,2023-10-26,https://images.unsplash.com/photo-1615663245857-ac93bb7c39e7
P0382,Tablet 617,Electronics,99,20110,1990890,37,Sony,In Stock,2023-10-24,https://images.unsplash.com/photo-1510557880182-3d4d3cba35a5
P0383,Printer 719,Electronics,119,16438,1956122,24,Dell,In Stock,2023-08-23,https://images.unsplash.com/photo-1612815154858-60aa4c59eaa6
P0384,Smart Watch 674,Accessories,188,6742,1267496,16,Sony,In Stock,2023-06-23,https://images.unsplash.com/photo-1516574187841-cb9cc2ca948b
P0385,Headphones 836,Accessories,134,3417,457878,36,Sony,In Stock,2023-06-24,https://images.unsplash.com/photo-1511707171634-5f897ff02aa9
P0386,Phone 485,Electronics,131,14080,1844480,20,Dell,In Stock,2023-11-14,https://images.unsplash.com/photo-1511707171634-5f897ff02aa9
P0387,Mouse 891,Accessories,112,871,97552,39,Sony,In Stock,2023-02-09,https://images.unsplash.com/photo-1615663245857-ac93bb7c39e7
P0388,Headphones 833,Accessories,45,2829,127305,29,Apple,In Stock,2023-03-08,https://images.unsplash.com/photo-1511707171634-5f897ff02aa9
P0389,Laptop 340,Electronics,95,69454,6598130,18,Samsung,In Stock,2023-11-08,https://images.unsplash.com/photo-1517336714731-489689fd1ca8
P0390,Laptop 662,Electronics,199,69137,13758263,23,Boat,In Stock,2023-10-09,https://images.unsplash.com/photo-1496181133206-80ce9b88a853
P0391,Keyboard 366,Accessories,37,2384,88208,37,Boat,Low Stock,2023-02-16,https://images.unsplash.com/photo-1587825140708-dfaf72ae4b04
P0392,Printer 581,Electronics,238,18702,4451076,22,Lenovo,In Stock,2023-09-12,https://images.unsplash.com/photo-1612815154858-60aa4c59eaa6
P0393,Smart Watch 938,Accessories,215,6684,1437060,38,Asus,In Stock,2023-12-01,https://images.unsplash.com/photo-1516574187841-cb9cc2ca948b
P0394,Headphones 770,Accessories,87,3331,289797,32,Boat,In Stock,2023-03-09,https://images.unsplash.com/photo-1511707171634-5f897ff02aa9
P0395,Printer 952,Electronics,215,10882,2339630,25,Dell,In Stock,2023-09-08,https://images.unsplash.com/photo-1612815154858-60aa4c59eaa6
P0396,Monitor 415,Electronics,149,16801,2503349,11,Asus,In Stock,2023-05-03,https://images.unsplash.com/photo-1527443154391-507e9dc6c5cc
P0397,Monitor 886,Electronics,164,9508,1559312,17,Dell,In Stock,2023-04-16,https://images.unsplash.com/photo-1527443154391-507e9dc6c5cc
P0398,Laptop 515,Electronics,87,66129,5753223,38,Apple,In Stock,2023-11-03,https://images.unsplash.com/photo-1496181133206-80ce9b88a853
P0399,Printer 938,Electronics,49,9519,466431,13,Samsung,In Stock,2023-11-17,https://images.unsplash.com/photo-1612815154858-60aa4c59eaa6
P0400,Power Bank 647,Accessories,274,1018,278932,48,Samsung,In Stock,2023-06-21,https://images.unsplash.com/photo-1609592422031-5b17fbd5c5b1
P0401,Tablet 233,Electronics,31,36635,1135685,50,Asus,Low Stock,2023-05-01,https://images.unsplash.com/photo-1510557880182-3d4d3cba35a5
P0402,Laptop 267,Electronics,270,53998,14579460,21,Dell,In Stock,2023-04-18,https://images.unsplash.com/photo-1517336714731-489689fd1ca8
P0403,Mouse 117,Accessories,281,1987,558347,18,Samsung,In Stock,2023-04-24,https://images.unsplash.com/photo-1629429408209-1f912961dbd8
P0404,Smart Watch 534,Accessories,69,7290,503010,19,Asus,In Stock,2023-04-30,https://images.unsplash.com/photo-1516574187841-cb9cc2ca948b
P0405,Phone 655,Electronics,217,24885,5400045,32,Dell,In Stock,2023-10-14,https://images.unsplash.com/photo-1511707171634-5f897ff02aa9
P0406,Headphones 436,Accessories,4,2147,8588,36,Samsung,Low Stock,2023-05-20,https://images.unsplash.com/photo-1511707171634-5f897ff02aa9
P0407,Printer 935,Electronics,114,14102,1607628,47,Sony,In Stock,2023-04-23,https://images.unsplash.com/photo-1612815154858-60aa4c59eaa6
P0408,Mouse 274,Accessories,43,554,23822,17,Lenovo,In Stock,2023-11-23,https://images.unsplash.com/photo-1615663245857-ac93bb7c39e7
P0409,Mouse 910,Accessories,83,615,51045,15,Asus,In Stock,2023-07-14,https://images.unsplash.com/photo-1615663245857-ac93bb7c39e7
P0410,Power Bank 434,Accessories,27,2306,62262,10,Boat,In Stock,2023-10-18,https://images.unsplash.com/photo-1609592422031-5b17fbd5c5b1
P0411,Printer 380,Electronics,294,9686,2847684,12,HP,In Stock,2023-02-28,https://images.unsplash.com/photo-1612815154858-60aa4c59eaa6
P0412,Tablet 620,Electronics,115,41003,4715345,40,HP,In Stock,2023-12-06,https://images.unsplash.com/photo-1510557880182-3d4d3cba35a5
P0413,Monitor 328,Electronics,144,12967,1867248,15,Sony,In Stock,2023-01-30,https://images.unsplash.com/photo-1527443154391-507e9dc6c5cc
P0414,Keyboard 767,Accessories,73,1855,135415,42,Lenovo,In Stock,2023-05-12,https://images.unsplash.com/photo-1618384887929-16ec33fab9ef
P0415,Smart Watch 897,Accessories,118,6432,758976,42,Asus,In Stock,2023-09-06,https://images.unsplash.com/photo-1516574187841-cb9cc2ca948b
P0416,Mouse 187,Accessories,213,1974,420462,22,Apple,In Stock,2023-09-04,https://images.unsplash.com/photo-1629429408209-1f912961dbd8
P0417,Keyboard 182,Accessories,272,1845,501840,29,Lenovo,In Stock,2023-08-28,https://images.unsplash.com/photo-1587825140708-dfaf72ae4b04
P0418,Mouse 340,Accessories,163,1682,274166,17,Asus,In Stock,2023-03-31,https://images.unsplash.com/photo-1629429408209-1f912961dbd8
P0419,Keyboard 577,Accessories,189,1424,269136,25,Dell,In Stock,2023-07-18,https://images.unsplash.com/photo-1587825140708-dfaf72ae4b04
P0420,Mouse 814,Accessories,243,1494,363042,32,HP,In Stock,2023-08-25,https://images.unsplash.com/photo-1629429408209-1f912961dbd8
P0421,Printer 216,Electronics,164,25575,4194300,39,HP,In Stock,2023-05-25,https://images.unsplash.com/photo-1612815154858-60aa4c59eaa6
P0422,Mouse 451,Accessories,133,1984,263872,27,Lenovo,In Stock,2023-02-12,https://images.unsplash.com/photo-1615663245857-ac93bb7c39e7
P0423,Monitor 132,Electronics,297,20435,6069195,21,Apple,In Stock,2023-07-09,https://images.unsplash.com/photo-1527443154391-507e9dc6c5cc
P0424,Mouse 464,Accessories,115,1558,179170,47,Asus,In Stock,2023-04-10,https://images.unsplash.com/photo-1615663245857-ac93bb7c39e7
P0425,Laptop 288,Electronics,96,51033,4899168,27,Sony,In Stock,2023-07-24,https://images.unsplash.com/photo-1496181133206-80ce9b88a853
P0426,Tablet 712,Electronics,286,36655,10483330,45,HP,In Stock,2023-01-05,https://images.unsplash.com/photo-1510557880182-3d4d3cba35a5
P0427,Headphones 764,Accessories,193,2324,448532,33,Boat,In Stock,2023-09-16,https://images.unsplash.com/photo-1511707171634-5f897ff02aa9
P0428,Power Bank 391,Accessories,247,2604,643188,11,Asus,In Stock,2023-05-03,https://images.unsplash.com/photo-1609592422031-5b17fbd5c5b1
P0429,Smart Watch 857,Accessories,200,9897,1979400,36,Asus,In Stock,2023-10-10,https://images.unsplash.com/photo-1516574187841-cb9cc2ca948b
P0430,Tablet 801,Electronics,5,30171,150855,17,Boat,Low Stock,2023-01-11,https://images.unsplash.com/photo-1510557880182-3d4d3cba35a5
P0431,Tablet 238,Electronics,4,37452,149808,11,Sony,Low Stock,2023-01-06,https://images.unsplash.com/photo-1510557880182-3d4d3cba35a5
P0432,Printer 471,Electronics,249,17453,4345797,38,Dell,In Stock,2023-10-04,https://images.unsplash.com/photo-1612815154858-60aa4c59eaa6
P0433,Tablet 893,Electronics,133,27413,3645929,31,Sony,In Stock,2023-02-28,https://images.unsplash.com/photo-1510557880182-3d4d3cba35a5
P0434,Laptop 687,Electronics,27,45090,1217430,45,Boat,Low Stock,2023-12-22,https://images.unsplash.com/photo-1517336714731-489689fd1ca8
P0435,Keyboard 169,Accessories,278,2347,652466,31,Apple,In Stock,2023-10-21,https://images.unsplash.com/photo-1587825140708-dfaf72ae4b04
P0436,Phone 862,Electronics,159,16046,2551314,28,Lenovo,In Stock,2023-06-19,https://images.unsplash.com/photo-1511707171634-5f897ff02aa9
P0437,Headphones 259,Accessories,169,2519,425711,41,Sony,In Stock,2023-05-31,https://images.unsplash.com/photo-1511707171634-5f897ff02aa9
P0438,Tablet 857,Electronics,69,26958,1860102,37,Boat,In Stock,2023-07-26,https://images.unsplash.com/photo-1510557880182-3d4d3cba35a5
P0439,Laptop 728,Electronics,239,45747,10933533,16,Lenovo,In Stock,2023-01-10,https://images.unsplash.com/photo-1496181133206-80ce9b88a853
P0440,Phone 580,Electronics,19,20150,382850,20,Sony,Low Stock,2023-08-13,https://images.unsplash.com/photo-1511707171634-5f897ff02aa9
P0441,Headphones 350,Accessories,158,2242,354236,16,HP,In Stock,2023-12-05,https://images.unsplash.com/photo-1511707171634-5f897ff02aa9
P0442,Phone 498,Electronics,223,21346,4760158,40,Lenovo,In Stock,2023-08-12,https://images.unsplash.com/photo-1511707171634-5f897ff02aa9
P0443,Tablet 543,Electronics,54,25282,1365228,46,Asus,In Stock,2023-03-08,https://images.unsplash.com/photo-1510557880182-3d4d3cba35a5
P0444,Monitor 865,Electronics,72,29044,2091168,17,Dell,In Stock,2023-03-13,https://images.unsplash.com/photo-1527443154391-507e9dc6c5cc
P0445,Phone 118,Electronics,69,20234,1396146,32,Asus,In Stock,2023-04-02,https://images.unsplash.com/photo-1511707171634-5f897ff02aa9
P0446,Printer 175,Electronics,209,17495,3656455,36,Sony,In Stock,2023-06-06,https://images.unsplash.com/photo-1612815154858-60aa4c59eaa6
P0447,Phone 493,Electronics,55,28229,1552595,38,Dell,In Stock,2023-05-23,https://images.unsplash.com/photo-1511707171634-5f897ff02aa9
P0448,Phone 641,Electronics,281,27756,7799436,20,Apple,In Stock,2023-10-05,https://images.unsplash.com/photo-1511707171634-5f897ff02aa9
P0449,Tablet 360,Electronics,60,30218,1813080,15,Boat,In Stock,2023-03-12,https://images.unsplash.com/photo-1510557880182-3d4d3cba35a5
P0450,Monitor 602,Electronics,268,20192,5411456,41,Dell,In Stock,2023-11-25,https://images.unsplash.com/photo-1527443154391-507e9dc6c5cc
P0451,Mouse 154,Accessories,25,999,24975,47,Dell,Low Stock,2023-02-25,https://images.unsplash.com/photo-1615663245857-ac93bb7c39e7
P0452,Keyboard 791,Accessories,243,1214,295002,38,Lenovo,In Stock,2023-12-04,https://images.unsplash.com/photo-1618384887929-16ec33fab9ef
P0453,Phone 925,Electronics,29,26561,770269,26,Sony,In Stock,2023-10-06,https://images.unsplash.com/photo-1511707171634-5f897ff02aa9
P0454,Keyboard 666,Accessories,73,1542,112566,13,HP,In Stock,2023-09-26,https://images.unsplash.com/photo-1587825140708-dfaf72ae4b04
P0455,Headphones 274,Accessories,229,2576,589904,38,HP,In Stock,2023-07-11,https://images.unsplash.com/photo-1511707171634-5f897ff02aa9
P0456,Power Bank 225,Accessories,58,2150,124700,34,Asus,In Stock,2023-08-04,https://images.unsplash.com/photo-1609592422031-5b17fbd5c5b1
P0457,Tablet 384,Electronics,210,25201,5292210,23,Asus,In Stock,2023-12-19,https://images.unsplash.com/photo-1510557880182-3d4d3cba35a5
P0458,Tablet 389,Electronics,57,21502,1225614,29,Sony,In Stock,2023-08-23,https://images.unsplash.com/photo-1510557880182-3d4d3cba35a5
P0459,Headphones 614,Accessories,26,1561,40586,42,Samsung,Low Stock,2023-01-15,https://images.unsplash.com/photo-1511707171634-5f897ff02aa9
P0460,Printer 628,Electronics,89,23252,2069428,20,Asus,In Stock,2023-03-29,https://images.unsplash.com/photo-1612815154858-60aa4c59eaa6
P0461,Tablet 444,Electronics,131,22540,2952740,28,HP,In Stock,2023-03-13,https://images.unsplash.com/photo-1510557880182-3d4d3cba35a5
P0462,Monitor 763,Electronics,22,27487,604714,45,Boat,Low Stock,2023-05-22,https://images.unsplash.com/photo-1527443154391-507e9dc6c5cc
P0463,Laptop 889,Electronics,261,60190,15709590,37,Samsung,In Stock,2023-09-17,https://images.unsplash.com/photo-1496181133206-80ce9b88a853
P0464,Tablet 933,Electronics,179,33949,6076871,27,Samsung,In Stock,2023-01-06,https://images.unsplash.com/photo-1510557880182-3d4d3cba35a5
P0465,Monitor 445,Electronics,284,20045,5692780,41,Lenovo,In Stock,2023-01-23,https://images.unsplash.com/photo-1527443154391-507e9dc6c5cc
P0466,Phone 651,Electronics,16,12906,206496,50,Samsung,Low Stock,2023-03-09,https://images.unsplash.com/photo-1511707171634-5f897ff02aa9
P0467,Smart Watch 302,Accessories,65,10269,667485,29,Sony,In Stock,2023-07-22,https://images.unsplash.com/photo-1516574187841-cb9cc2ca948b
P0468,Monitor 547,Electronics,115,32405,3726575,29,Boat,In Stock,2023-12-01,https://images.unsplash.com/photo-1527443154391-507e9dc6c5cc
P0469,Monitor 345,Electronics,168,25715,4320120,19,Samsung,In Stock,2023-02-06,https://images.unsplash.com/photo-1527443154391-507e9dc6c5cc
P0470,Laptop 787,Electronics,79,55636,4395244,42,Boat,In Stock,2023-08-29,https://images.unsplash.com/photo-1517336714731-489689fd1ca8
P0471,Laptop 634,Electronics,53,47424,2513472,37,Samsung,In Stock,2023-12-16,https://images.unsplash.com/photo-1496181133206-80ce9b88a853
P0472,Smart Watch 511,Accessories,101,9099,918999,50,Sony,In Stock,2023-04-07,https://images.unsplash.com/photo-1516574187841-cb9cc2ca948b
P0473,Smart Watch 325,Accessories,222,7545,1674990,29,HP,In Stock,2023-03-06,https://images.unsplash.com/photo-1516574187841-cb9cc2ca948b
P0474,Printer 510,Electronics,264,26704,7049856,34,Samsung,In Stock,2023-02-19,https://images.unsplash.com/photo-1612815154858-60aa4c59eaa6
P0475,Mouse 464,Accessories,236,1594,376184,45,Lenovo,In Stock,2023-01-02,https://images.unsplash.com/photo-1629429408209-1f912961dbd8
P0476,Headphones 925,Accessories,37,4895,181115,46,Dell,Low Stock,2023-10-19,https://images.unsplash.com/photo-1511707171634-5f897ff02aa9
P0477,Mouse 582,Accessories,180,1536,276480,23,Asus,In Stock,2023-02-05,https://images.unsplash.com/photo-1629429408209-1f912961dbd8
P0478,Printer 375,Electronics,144,21593,3109392,37,Asus,In Stock,2023-11-28,https://images.unsplash.com/photo-1612815154858-60aa4c59eaa6
P0479,Headphones 838,Accessories,147,4153,610491,27,Sony,In Stock,2023-08-07,https://images.unsplash.com/photo-1511707171634-5f897ff02aa9
P0480,Laptop 795,Electronics,291,56591,16467981,50,Asus,In Stock,2023-03-06,https://images.unsplash.com/photo-1496181133206-80ce9b88a853
P0481,Smart Watch 383,Accessories,164,7184,1178176,15,Asus,In Stock,2023-10-04,https://images.unsplash.com/photo-1516574187841-cb9cc2ca948b
P0482,Phone 926,Electronics,164,22452,3682128,11,Apple,In Stock,2023-12-13,https://images.unsplash.com/photo-1511707171634-5f897ff02aa9
P0483,Laptop 593,Electronics,30,65779,1973370,50,Dell,Low Stock,2023-06-06,https://images.unsplash.com/photo-1517336714731-489689fd1ca8
P0484,Printer 250,Electronics,141,19627,2767407,26,Dell,In Stock,2023-04-01,https://images.unsplash.com/photo-1612815154858-60aa4c59eaa6
P0485,Headphones 233,Accessories,179,1520,272080,17,Samsung,In Stock,2023-11-20,https://images.unsplash.com/photo-1511707171634-5f897ff02aa9
P0486,Mouse 785,Accessories,40,1012,40480,33,Asus,In Stock,2023-07-08,https://images.unsplash.com/photo-1615663245857-ac93bb7c39e7
P0487,Printer 555,Electronics,67,10890,729630,38,Lenovo,In Stock,2023-01-01,https://images.unsplash.com/photo-1612815154858-60aa4c59eaa6
P0488,Phone 178,Electronics,197,26134,5148398,34,Dell,In Stock,2023-08-18,https://images.unsplash.com/photo-1511707171634-5f897ff02aa9
P0489,Laptop 135,Electronics,213,53538,11403594,49,Boat,In Stock,2023-08-22,https://images.unsplash.com/photo-1517336714731-489689fd1ca8
P0490,Keyboard 779,Accessories,243,1709,415287,48,Asus,In Stock,2023-11-27,https://images.unsplash.com/photo-1587825140708-dfaf72ae4b04
P0491,Monitor 586,Electronics,239,34386,8218254,26,HP,In Stock,2023-03-16,https://images.unsplash.com/photo-1527443154391-507e9dc6c5cc
P0492,Smart Watch 533,Accessories,295,10651,3142045,20,Boat,In Stock,2023-01-08,https://images.unsplash.com/photo-1516574187841-cb9cc2ca948b
P0493,Laptop 241,Electronics,131,55226,7234606,18,Asus,In Stock,2023-07-08,https://images.unsplash.com/photo-1517336714731-489689fd1ca8
P0494,Laptop 992,Electronics,15,52521,787815,45,Dell,Low Stock,2023-09-24,https://images.unsplash.com/photo-1517336714731-489689fd1ca8
P0495,Tablet 939,Electronics,6,30142,180852,11,Lenovo,Low Stock,2023-09-02,https://images.unsplash.com/photo-1510557880182-3d4d3cba35a5
P0496,Printer 851,Electronics,77,25701,1978977,15,Sony,In Stock,2023-04-24,https://images.unsplash.com/photo-1612815154858-60aa4c59eaa6
P0497,Phone 358,Electronics,177,20657,3656289,37,Dell,In Stock,2023-03-01,https://images.unsplash.com/photo-1511707171634-5f897ff02aa9
P0498,Monitor 490,Electronics,59,25778,1520902,19,Apple,In Stock,2023-12-29,https://images.unsplash.com/photo-1527443154391-507e9dc6c5cc
P0499,Smart Watch 797,Accessories,278,10296,2862288,29,Dell,In Stock,2023-08-30,https://images.unsplash.com/photo-1516574187841-cb9cc2ca948b
P0500,Monitor 327,Electronics,161,21125,3401125,34,HP,In Stock,2023-12-20,https://images.unsplash.com/photo-1527443154391-507e9dc6c5cc
P0501,Mouse 407,Accessories,283,1062,300546,19,Sony,In Stock,2023-10-13,https://images.unsplash.com/photo-1615663245857-ac93bb7c39e7
P0502,Printer 680,Electronics,123,22694,2791362,38,Sony,In Stock,2023-04-20,https://images.unsplash.com/photo-1612815154858-60aa4c59eaa6
P0503,Headphones 450,Accessories,211,3807,803277,49,Asus,In Stock,2023-07-05,https://images.unsplash.com/photo-1511707171634-5f897ff02aa9
P0504,Laptop 242,Electronics,102,49327,5031354,11,Sony,In Stock,2023-12-26,https://images.unsplash.com/photo-1517336714731-489689fd1ca8
P0505,Tablet 759,Electronics,106,29601,3137706,20,Sony,In Stock,2023-01-07,https://images.unsplash.com/photo-1510557880182-3d4d3cba35a5
P0506,Headphones 297,Accessories,262,2856,748272,36,Boat,In Stock,2023-03-06,https://images.unsplash.com/photo-1511707171634-5f897ff02aa9
P0507,Phone 778,Electronics,119,23592,2807448,20,Boat,In Stock,2023-01-17,https://images.unsplash.com/photo-1511707171634-5f897ff02aa9
P0508,Monitor 323,Electronics,116,9749,1130884,22,HP,In Stock,2023-04-12,https://images.unsplash.com/photo-1527443154391-507e9dc6c5cc
P0509,Printer 338,Electronics,59,11965,705935,35,Dell,In Stock,2023-09-04,https://images.unsplash.com/photo-1612815154858-60aa4c59eaa6
P0510,Monitor 414,Electronics,40,23905,956200,23,Samsung,In Stock,2023-03-27,https://images.unsplash.com/photo-1527443154391-507e9dc6c5cc
P0511,Headphones 529,Accessories,179,4875,872625,39,Asus,In Stock,2023-03-17,https://images.unsplash.com/photo-1511707171634-5f897ff02aa9
P0512,Keyboard 229,Accessories,114,1665,189810,44,Sony,In Stock,2023-04-08,https://images.unsplash.com/photo-1587825140708-dfaf72ae4b04
P0513,Keyboard 442,Accessories,4,1339,5356,12,Sony,Low Stock,2023-07-02,https://images.unsplash.com/photo-1618384887929-16ec33fab9ef
P0514,Keyboard 701,Accessories,159,831,132129,45,Boat,In Stock,2023-07-22,https://images.unsplash.com/photo-1618384887929-16ec33fab9ef
P0515,Monitor 177,Electronics,47,21903,1029441,33,Lenovo,In Stock,2023-03-11,https://images.unsplash.com/photo-1527443154391-507e9dc6c5cc
P0516,Mouse 332,Accessories,207,1759,364113,25,Dell,In Stock,2023-11-06,https://images.unsplash.com/photo-1615663245857-ac93bb7c39e7
P0517,Laptop 190,Electronics,38,52515,1995570,45,Asus,Low Stock,2023-03-06,https://images.unsplash.com/photo-1517336714731-489689fd1ca8
P0518,Mouse 911,Accessories,37,1386,51282,40,Dell,Low Stock,2023-03-19,https://images.unsplash.com/photo-1629429408209-1f912961dbd8
P0519,Headphones 886,Accessories,42,3262,137004,47,Samsung,Low Stock,2023-08-16,https://images.unsplash.com/photo-1511707171634-5f897ff02aa9
P0520,Keyboard 682,Accessories,55,1341,73755,42,Sony,In Stock,2023-07-26,https://images.unsplash.com/photo-1587825140708-dfaf72ae4b04
P0521,Printer 374,Electronics,222,17536,3892992,15,Asus,In Stock,2023-07-22,https://images.unsplash.com/photo-1612815154858-60aa4c59eaa6
P0522,Mouse 216,Accessories,70,817,57190,29,HP,In Stock,2023-12-05,https://images.unsplash.com/photo-1615663245857-ac93bb7c39e7
P0523,Tablet 521,Electronics,236,23167,5467412,24,Asus,In Stock,2023-02-24,https://images.unsplash.com/photo-1510557880182-3d4d3cba35a5
P0524,Monitor 738,Electronics,217,19197,4165749,31,Asus,In Stock,2023-03-06,https://images.unsplash.com/photo-1527443154391-507e9dc6c5cc
P0525,Power Bank 590,Accessories,202,3507,708414,22,Asus,In Stock,2023-12-02,https://images.unsplash.com/photo-1609592422031-5b17fbd5c5b1
P0526,Monitor 154,Electronics,105,33661,3534405,43,Apple,In Stock,2023-08-13,https://images.unsplash.com/photo-1527443154391-507e9dc6c5cc
P0527,Power Bank 647,Accessories,252,1971,496692,23,Asus,In Stock,2023-09-08,https://images.unsplash.com/photo-1609592422031-5b17fbd5c5b1
P0528,Phone 541,Electronics,256,23521,6021376,18,Apple,In Stock,2023-02-08,https://images.unsplash.com/photo-1511707171634-5f897ff02aa9
P0529,Printer 767,Electronics,248,19158,4751184,31,Sony,In Stock,2023-04-29,https://images.unsplash.com/photo-1612815154858-60aa4c59eaa6
P0530,Smart Watch 149,Accessories,186,10722,1994292,46,Lenovo,In Stock,2023-12-18,https://images.unsplash.com/photo-1516574187841-cb9cc2ca948b
P0531,Keyboard 215,Accessories,251,845,212095,24,Lenovo,In Stock,2023-12-06,https://images.unsplash.com/photo-1618384887929-16ec33fab9ef
P0532,Monitor 889,Electronics,17,29202,496434,36,Dell,Low Stock,2023-03-13,https://images.unsplash.com/photo-1527443154391-507e9dc6c5cc
P0533,Monitor 266,Electronics,53,16489,873917,49,Sony,In Stock,2023-07-30,https://images.unsplash.com/photo-1527443154391-507e9dc6c5cc
P0534,Tablet 736,Electronics,195,35893,6999135,45,Sony,In Stock,2023-10-04,https://images.unsplash.com/photo-1510557880182-3d4d3cba35a5
P0535,Tablet 998,Electronics,192,24858,4772736,18,Asus,In Stock,2023-06-15,https://images.unsplash.com/photo-1510557880182-3d4d3cba35a5
P0536,Mouse 111,Accessories,209,1712,357808,38,Sony,In Stock,2023-01-12,https://images.unsplash.com/photo-1615663245857-ac93bb7c39e7
P0537,Printer 335,Electronics,23,17171,394933,28,Samsung,Low Stock,2023-03-03,https://images.unsplash.com/photo-1612815154858-60aa4c59eaa6
P0538,Headphones 508,Accessories,64,4970,318080,13,Lenovo,In Stock,2023-07-10,https://images.unsplash.com/photo-1511707171634-5f897ff02aa9
P0539,Headphones 663,Accessories,38,2835,107730,15,HP,In Stock,2023-10-09,https://images.unsplash.com/photo-1511707171634-5f897ff02aa9
P0540,Printer 545,Electronics,300,10977,3293100,33,Lenovo,In Stock,2023-02-15,https://images.unsplash.com/photo-1612815154858-60aa4c59eaa6
P0541,Smart Watch 861,Accessories,85,5585,474725,35,Samsung,In Stock,2023-08-13,https://images.unsplash.com/photo-1516574187841-cb9cc2ca948b
P0542,Keyboard 863,Accessories,192,1642,315264,10,Boat,In Stock,2023-08-21,https://images.unsplash.com/photo-1587825140708-dfaf72ae4b04
P0543,Printer 381,Electronics,101,20918,2112718,20,Samsung,In Stock,2023-09-06,https://images.unsplash.com/photo-1612815154858-60aa4c59eaa6
P0544,Keyboard 303,Accessories,209,2259,472131,29,Samsung,In Stock,2023-08-16,https://images.unsplash.com/photo-1587825140708-dfaf72ae4b04
P0545,Headphones 390,Accessories,50,4812,240600,11,Dell,In Stock,2023-11-09,https://images.unsplash.com/photo-1511707171634-5f897ff02aa9
P0546,Monitor 521,Electronics,168,27915,4689720,22,Sony,In Stock,2023-11-19,https://images.unsplash.com/photo-1527443154391-507e9dc6c5cc
P0547,Laptop 806,Electronics,73,61164,4464972,37,Sony,In Stock,2023-12-01,https://images.unsplash.com/photo-1517336714731-489689fd1ca8
P0548,Power Bank 189,Accessories,31,1903,58993,12,Boat,In Stock,2023-05-03,https://images.unsplash.com/photo-1609592422031-5b17fbd5c5b1
P0549,Laptop 223,Electronics,149,67222,10016078,24,Boat,In Stock,2023-09-07,https://images.unsplash.com/photo-1517336714731-489689fd1ca8
P0550,Phone 400,Electronics,7,27775,194425,34,Asus,Low Stock,2023-03-20,https://images.unsplash.com/photo-1511707171634-5f897ff02aa9
P0551,Mouse 687,Accessories,111,610,67710,32,Dell,In Stock,2023-09-02,https://images.unsplash.com/photo-1629429408209-1f912961dbd8
P0552,Keyboard 231,Accessories,154,1939,298606,22,Lenovo,In Stock,2023-03-28,https://images.unsplash.com/photo-1618384887929-16ec33fab9ef
P0553,Printer 804,Electronics,158,17277,2729766,49,Asus,In Stock,2023-09-24,https://images.unsplash.com/photo-1612815154858-60aa4c59eaa6
P0554,Monitor 230,Electronics,183,19750,3614250,28,Sony,In Stock,2023-10-30,https://images.unsplash.com/photo-1527443154391-507e9dc6c5cc
P0555,Monitor 895,Electronics,25,18708,467700,21,Apple,In Stock,2023-08-01,https://images.unsplash.com/photo-1527443154391-507e9dc6c5cc
P0556,Headphones 999,Accessories,72,4646,334512,38,Boat,In Stock,2023-09-23,https://images.unsplash.com/photo-1511707171634-5f897ff02aa9
P0557,Printer 775,Electronics,7,18602,130214,34,Asus,Low Stock,2023-10-01,https://images.unsplash.com/photo-1612815154858-60aa4c59eaa6
P0558,Tablet 854,Electronics,219,23074,5053206,22,Samsung,In Stock,2023-06-28,https://images.unsplash.com/photo-1510557880182-3d4d3cba35a5
P0559,Power Bank 512,Accessories,17,1741,29597,21,Sony,Low Stock,2023-04-20,https://images.unsplash.com/photo-1609592422031-5b17fbd5c5b1
P0560,Phone 976,Electronics,148,22413,3317124,42,Boat,In Stock,2023-05-25,https://images.unsplash.com/photo-1511707171634-5f897ff02aa9
P0561,Monitor 333,Electronics,284,8376,2378784,30,Sony,In Stock,2023-06-08,https://images.unsplash.com/photo-1527443154391-507e9dc6c5cc
P0562,Power Bank 342,Accessories,271,2703,732513,31,Asus,In Stock,2023-09-18,https://images.unsplash.com/photo-1609592422031-5b17fbd5c5b1
P0563,Power Bank 984,Accessories,67,3890,260630,32,Dell,In Stock,2023-08-30,https://images.unsplash.com/photo-1609592422031-5b17fbd5c5b1
P0564,Printer 371,Electronics,263,26689,7019207,22,Apple,In Stock,2023-03-18,https://images.unsplash.com/photo-1612815154858-60aa4c59eaa6
P0565,Mouse 777,Accessories,206,815,167890,50,Apple,In Stock,2023-02-14,https://images.unsplash.com/photo-1615663245857-ac93bb7c39e7
P0566,Monitor 487,Electronics,115,16658,1915670,22,Lenovo,In Stock,2023-10-30,https://images.unsplash.com/photo-1527443154391-507e9dc6c5cc
P0567,Tablet 541,Electronics,217,18667,4050739,13,Boat,In Stock,2023-12-30,https://images.unsplash.com/photo-1510557880182-3d4d3cba35a5
P0568,Headphones 348,Accessories,275,3201,880275,37,Asus,In Stock,2023-11-19,https://images.unsplash.com/photo-1511707171634-5f897ff02aa9
